LogID,TicketID,ActionType,ActionByID,ActionAt,PreviousValue,NewValue,Notes
14163,2793,Created,1,2024-12-18 18:43,,Open,Ticket created via Email
14164,2793,Assigned,1,2024-12-18 18:59,Unassigned,Agent 1,Auto-routed by category specialism match
14165,2793,Responded,1,2024-12-19 04:51,Open,In Progress,Initial response sent to client
14166,2793,Status Changed,1,2024-12-19 09:51,In Progress,In Progress,Awaiting client confirmation
14167,2793,Resolved,1,2024-12-19 21:41,In Progress,Resolved,Resolution confirmed. Notes added.
14168,2793,Closed,1,2024-12-22 08:41,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14169,2794,Created,106,2024-09-24 08:34,,Open,Ticket created via Email
14170,2794,Assigned,106,2024-09-24 08:45,Unassigned,Agent 106,Auto-routed by category specialism match
14171,2794,Responded,106,2024-09-24 12:53,Open,In Progress,Initial response sent to client
14172,2794,Status Changed,106,2024-09-24 17:53,In Progress,In Progress,Pending document verification
14173,2794,Resolved,106,2024-09-27 15:54,In Progress,Resolved,Resolution confirmed. Notes added.
14174,2795,Created,52,2024-01-09 18:40,,Open,Ticket created via Portal
14175,2795,Assigned,52,2024-01-09 18:50,Unassigned,Agent 52,Auto-routed by category specialism match
14176,2795,Responded,52,2024-01-09 20:04,Open,In Progress,Initial response sent to client
14177,2795,Status Changed,52,2024-01-10 10:04,In Progress,In Progress,Pending document verification
14178,2795,Resolved,52,2024-01-12 09:42,In Progress,Resolved,Resolution confirmed. Notes added.
14179,2795,Closed,52,2024-01-13 08:42,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14180,2796,Created,11,2023-12-26 01:01,,Open,Ticket created via Email
14181,2796,Assigned,11,2023-12-26 01:09,Unassigned,Agent 11,Auto-routed by category specialism match
14182,2796,Responded,11,2023-12-26 06:59,Open,In Progress,Initial response sent to client
14183,2796,Status Changed,11,2023-12-26 21:59,In Progress,In Progress,Awaiting client confirmation
14184,2796,Resolved,11,2023-12-28 10:08,In Progress,Resolved,Resolution confirmed. Notes added.
14185,2796,Closed,11,2023-12-28 21:08,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14186,2797,Created,100,2024-05-20 19:18,,Open,Ticket created via Email
14187,2797,Assigned,100,2024-05-20 19:34,Unassigned,Agent 100,Auto-routed by category specialism match
14188,2797,Responded,100,2024-05-20 19:57,Open,In Progress,Initial response sent to client
14189,2797,Status Changed,100,2024-05-21 05:57,In Progress,In Progress,Awaiting client confirmation
14190,2797,Resolved,100,2024-05-20 23:34,In Progress,Resolved,Resolution confirmed. Notes added.
14191,2797,Closed,100,2024-05-21 22:34,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14192,2798,Created,14,2024-06-28 07:13,,Open,Ticket created via Form
14193,2798,Assigned,14,2024-06-28 07:29,Unassigned,Agent 14,Auto-routed by category specialism match
14194,2798,Responded,14,2024-06-28 11:45,Open,In Progress,Initial response sent to client
14195,2798,Status Changed,14,2024-06-29 10:45,In Progress,In Progress,Awaiting client confirmation
14196,2798,Resolved,14,2024-06-29 19:54,In Progress,Resolved,Resolution confirmed. Notes added.
14197,2799,Created,110,2023-04-09 12:48,,Open,Ticket created via Portal
14198,2799,Assigned,110,2023-04-09 12:58,Unassigned,Agent 110,Auto-routed by category specialism match
14199,2799,Responded,110,2023-04-09 15:35,Open,In Progress,Initial response sent to client
14200,2799,Status Changed,110,2023-04-10 09:35,In Progress,In Progress,Awaiting client confirmation
14201,2799,Resolved,110,2023-04-09 22:30,In Progress,Resolved,Resolution confirmed. Notes added.
14202,2799,Closed,110,2023-04-10 12:30,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14203,2800,Created,30,2025-01-23 18:47,,Open,Ticket created via Phone
14204,2800,Assigned,30,2025-01-23 18:52,Unassigned,Agent 30,Auto-routed by category specialism match
14205,2800,Responded,30,2025-01-23 19:44,Open,In Progress,Initial response sent to client
14206,2800,Status Changed,30,2025-01-24 05:44,In Progress,In Progress,Awaiting client confirmation
14207,2800,Resolved,30,2025-01-24 08:54,In Progress,Resolved,Resolution confirmed. Notes added.
14208,2800,Closed,30,2025-01-25 18:54,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14209,2801,Created,4,2023-04-11 02:03,,Open,Ticket created via Phone
14210,2801,Assigned,4,2023-04-11 02:18,Unassigned,Agent 4,Auto-routed by category specialism match
14211,2801,Responded,4,2023-04-11 02:32,Open,In Progress,Initial response sent to client
14212,2801,Resolved,4,2023-04-11 06:10,In Progress,Resolved,Resolution confirmed. Notes added.
14213,2801,Closed,4,2023-04-12 19:10,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14214,2802,Created,59,2024-04-23 14:06,,Open,Ticket created via Email
14215,2802,Assigned,59,2024-04-23 14:20,Unassigned,Agent 59,Auto-routed by category specialism match
14216,2802,Responded,59,2024-04-23 16:41,Open,In Progress,Initial response sent to client
14217,2802,Resolved,59,2024-04-24 19:09,In Progress,Resolved,Resolution confirmed. Notes added.
14218,2802,Closed,59,2024-04-25 19:09,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14219,2803,Created,11,2025-01-08 11:11,,Open,Ticket created via Phone
14220,2803,Assigned,11,2025-01-08 11:21,Unassigned,Agent 11,Auto-routed by category specialism match
14221,2803,Responded,11,2025-01-09 00:23,Open,In Progress,Initial response sent to client
14222,2803,Status Changed,11,2025-01-09 02:23,In Progress,Pending Client,Additional information requested
14223,2804,Created,96,2023-12-30 21:03,,Open,Ticket created via Phone
14224,2804,Assigned,96,2023-12-30 21:06,Unassigned,Agent 96,Auto-routed by category specialism match
14225,2804,Responded,96,2023-12-31 01:00,Open,In Progress,Initial response sent to client
14226,2804,Resolved,96,2024-01-05 01:24,In Progress,Resolved,Resolution confirmed. Notes added.
14227,2805,Created,41,2024-11-12 22:47,,Open,Ticket created via Form
14228,2805,Assigned,41,2024-11-12 23:05,Unassigned,Agent 41,Auto-routed by category specialism match
14229,2805,Responded,41,2024-11-13 00:43,Open,In Progress,Initial response sent to client
14230,2805,Status Changed,41,2024-11-13 13:43,In Progress,In Progress,Query sent to insurer
14231,2805,Resolved,41,2024-11-13 09:57,In Progress,Resolved,Resolution confirmed. Notes added.
14232,2806,Created,100,2024-03-10 05:00,,Open,Ticket created via Portal
14233,2806,Assigned,100,2024-03-10 05:18,Unassigned,Agent 100,Auto-routed by category specialism match
14234,2806,Responded,100,2024-03-10 23:54,Open,In Progress,Initial response sent to client
14235,2806,Status Changed,100,2024-03-11 04:54,In Progress,In Progress,Additional information requested
14236,2806,Resolved,100,2024-03-11 20:43,In Progress,Resolved,Resolution confirmed. Notes added.
14237,2806,Closed,100,2024-03-14 01:43,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14238,2807,Created,76,2025-02-18 11:24,,Open,Ticket created via Email
14239,2807,Assigned,76,2025-02-18 11:41,Unassigned,Agent 76,Auto-routed by category specialism match
14240,2807,Responded,76,2025-02-18 14:03,Open,In Progress,Initial response sent to client
14241,2807,Status Changed,76,2025-02-19 14:03,In Progress,Pending Client,Awaiting client confirmation
14242,2807,Resolved,76,2025-02-19 05:19,In Progress,Resolved,Resolution confirmed. Notes added.
14243,2807,Closed,76,2025-02-20 01:19,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14244,2808,Created,22,2024-10-06 11:03,,Open,Ticket created via Portal
14245,2808,Assigned,22,2024-10-06 11:23,Unassigned,Agent 22,Auto-routed by category specialism match
14246,2808,Responded,22,2024-10-06 17:01,Open,In Progress,Initial response sent to client
14247,2809,Created,104,2025-03-20 12:01,,Open,Ticket created via Portal
14248,2809,Assigned,104,2025-03-20 12:04,Unassigned,Agent 104,Auto-routed by category specialism match
14249,2809,Responded,104,2025-03-20 14:33,Open,In Progress,Initial response sent to client
14250,2810,Created,107,2024-11-15 12:05,,Open,Ticket created via Email
14251,2810,Assigned,107,2024-11-15 12:12,Unassigned,Agent 107,Auto-routed by category specialism match
14252,2810,Responded,107,2024-11-15 15:27,Open,In Progress,Initial response sent to client
14253,2810,Resolved,107,2024-11-16 20:04,In Progress,Resolved,Resolution confirmed. Notes added.
14254,2810,Closed,107,2024-11-19 10:04,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14255,2811,Created,8,2023-11-14 11:31,,Open,Ticket created via Email
14256,2811,Assigned,8,2023-11-14 11:41,Unassigned,Agent 8,Auto-routed by category specialism match
14257,2811,Responded,8,2023-11-14 13:54,Open,In Progress,Initial response sent to client
14258,2811,Resolved,8,2023-11-14 15:17,In Progress,Resolved,Resolution confirmed. Notes added.
14259,2811,Closed,8,2023-11-16 23:17,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14260,2812,Created,73,2023-08-20 17:44,,Open,Ticket created via Phone
14261,2812,Assigned,73,2023-08-20 17:47,Unassigned,Agent 73,Auto-routed by category specialism match
14262,2812,Responded,73,2023-08-20 19:01,Open,In Progress,Initial response sent to client
14263,2812,Resolved,73,2023-08-22 07:59,In Progress,Resolved,Resolution confirmed. Notes added.
14264,2812,Closed,73,2023-08-24 14:59,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14265,2813,Created,102,2024-11-04 09:30,,Open,Ticket created via Portal
14266,2813,Assigned,102,2024-11-04 09:47,Unassigned,Agent 102,Auto-routed by category specialism match
14267,2813,Responded,102,2024-11-04 12:39,Open,In Progress,Initial response sent to client
14268,2813,Status Changed,102,2024-11-04 23:39,In Progress,Pending Client,Pending document verification
14269,2813,Resolved,102,2024-11-05 17:54,In Progress,Resolved,Resolution confirmed. Notes added.
14270,2813,Closed,102,2024-11-06 14:54,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14271,2814,Created,87,2023-05-03 03:51,,Open,Ticket created via Phone
14272,2814,Assigned,87,2023-05-03 03:53,Unassigned,Agent 87,Auto-routed by category specialism match
14273,2814,Responded,87,2023-05-03 23:14,Open,In Progress,Initial response sent to client
14274,2814,Status Changed,87,2023-05-04 20:14,In Progress,In Progress,Additional information requested
14275,2814,Resolved,87,2023-05-06 14:38,In Progress,Resolved,Resolution confirmed. Notes added.
14276,2815,Created,19,2023-05-01 12:36,,Open,Ticket created via Form
14277,2815,Assigned,19,2023-05-01 12:40,Unassigned,Agent 19,Auto-routed by category specialism match
14278,2815,Responded,19,2023-05-01 17:10,Open,In Progress,Initial response sent to client
14279,2815,Status Changed,19,2023-05-02 16:10,In Progress,In Progress,Query sent to insurer
14280,2815,Resolved,19,2023-05-03 12:14,In Progress,Resolved,Resolution confirmed. Notes added.
14281,2816,Created,92,2025-03-15 04:40,,Open,Ticket created via Email
14282,2816,Assigned,92,2025-03-15 04:59,Unassigned,Agent 92,Auto-routed by category specialism match
14283,2816,Responded,92,2025-03-15 05:59,Open,In Progress,Initial response sent to client
14284,2816,Status Changed,92,2025-03-15 21:59,In Progress,Pending Client,Query sent to insurer
14285,2816,Resolved,92,2025-03-15 19:36,In Progress,Resolved,Resolution confirmed. Notes added.
14286,2816,Closed,92,2025-03-17 04:36,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14287,2817,Created,15,2023-09-09 05:55,,Open,Ticket created via Email
14288,2817,Assigned,15,2023-09-09 06:10,Unassigned,Agent 15,Auto-routed by category specialism match
14289,2817,Responded,15,2023-09-09 11:50,Open,In Progress,Initial response sent to client
14290,2817,Status Changed,15,2023-09-10 09:50,In Progress,Pending Client,Awaiting client confirmation
14291,2817,Resolved,15,2023-09-11 19:48,In Progress,Resolved,Resolution confirmed. Notes added.
14292,2817,Closed,15,2023-09-14 14:48,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14293,2818,Created,11,2024-09-25 07:58,,Open,Ticket created via Form
14294,2818,Assigned,11,2024-09-25 08:12,Unassigned,Agent 11,Auto-routed by category specialism match
14295,2818,Responded,11,2024-09-25 09:33,Open,In Progress,Initial response sent to client
14296,2818,Status Changed,11,2024-09-25 11:33,In Progress,Pending Client,Awaiting client confirmation
14297,2818,Resolved,11,2024-09-26 00:54,In Progress,Resolved,Resolution confirmed. Notes added.
14298,2818,Closed,11,2024-09-26 10:54,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14299,2819,Created,79,2023-06-15 08:08,,Open,Ticket created via Form
14300,2819,Assigned,79,2023-06-15 08:17,Unassigned,Agent 79,Auto-routed by category specialism match
14301,2819,Responded,79,2023-06-15 17:55,Open,In Progress,Initial response sent to client
14302,2819,Resolved,79,2023-06-19 00:26,In Progress,Resolved,Resolution confirmed. Notes added.
14303,2819,Closed,79,2023-06-20 02:26,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14304,2820,Created,79,2024-02-20 03:32,,Open,Ticket created via Form
14305,2820,Assigned,79,2024-02-20 03:43,Unassigned,Agent 79,Auto-routed by category specialism match
14306,2820,Responded,79,2024-02-20 04:05,Open,In Progress,Initial response sent to client
14307,2820,Status Changed,79,2024-02-20 06:05,In Progress,Pending Client,Query sent to insurer
14308,2820,Resolved,79,2024-02-20 13:47,In Progress,Resolved,Resolution confirmed. Notes added.
14309,2821,Created,85,2024-01-20 21:29,,Open,Ticket created via Form
14310,2821,Assigned,85,2024-01-20 21:46,Unassigned,Agent 85,Auto-routed by category specialism match
14311,2821,Responded,85,2024-01-21 13:12,Open,In Progress,Initial response sent to client
14312,2821,Resolved,85,2024-01-22 13:06,In Progress,Resolved,Resolution confirmed. Notes added.
14313,2821,Closed,85,2024-01-23 02:06,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14314,2822,Created,72,2023-10-21 19:05,,Open,Ticket created via Phone
14315,2822,Assigned,72,2023-10-21 19:08,Unassigned,Agent 72,Auto-routed by category specialism match
14316,2822,Responded,72,2023-10-22 01:25,Open,In Progress,Initial response sent to client
14317,2822,Status Changed,72,2023-10-22 23:25,In Progress,Pending Client,Additional information requested
14318,2822,Resolved,72,2023-10-22 23:04,In Progress,Resolved,Resolution confirmed. Notes added.
14319,2822,Closed,72,2023-10-23 07:04,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14320,2823,Created,74,2024-01-29 10:10,,Open,Ticket created via Email
14321,2823,Assigned,74,2024-01-29 10:15,Unassigned,Agent 74,Auto-routed by category specialism match
14322,2823,Responded,74,2024-01-29 13:49,Open,In Progress,Initial response sent to client
14323,2823,Status Changed,74,2024-01-30 00:49,In Progress,Pending Client,Query sent to insurer
14324,2823,Resolved,74,2024-02-02 07:57,In Progress,Resolved,Resolution confirmed. Notes added.
14325,2823,Closed,74,2024-02-04 11:57,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14326,2824,Created,60,2024-02-28 00:12,,Open,Ticket created via Email
14327,2824,Assigned,60,2024-02-28 00:19,Unassigned,Agent 60,Auto-routed by category specialism match
14328,2824,Responded,60,2024-02-28 03:02,Open,In Progress,Initial response sent to client
14329,2824,Status Changed,60,2024-02-29 02:02,In Progress,In Progress,Query sent to insurer
14330,2825,Created,113,2024-08-14 15:21,,Open,Ticket created via Phone
14331,2825,Assigned,113,2024-08-14 15:26,Unassigned,Agent 113,Auto-routed by category specialism match
14332,2825,Responded,113,2024-08-14 15:41,Open,In Progress,Initial response sent to client
14333,2825,Status Changed,113,2024-08-15 03:41,In Progress,Pending Client,Query sent to insurer
14334,2825,Resolved,113,2024-08-14 16:30,In Progress,Resolved,Resolution confirmed. Notes added.
14335,2826,Created,64,2024-04-26 15:17,,Open,Ticket created via Email
14336,2826,Assigned,64,2024-04-26 15:28,Unassigned,Agent 64,Auto-routed by category specialism match
14337,2826,Responded,64,2024-04-26 18:40,Open,In Progress,Initial response sent to client
14338,2826,Status Changed,64,2024-04-27 09:40,In Progress,Pending Client,Query sent to insurer
14339,2826,Resolved,64,2024-04-26 23:29,In Progress,Resolved,Resolution confirmed. Notes added.
